id,details
SECTION_179_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-22 16:52:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Victor Vance (The Tailor) TARGET LINE: +1-619-555-0199 (Carlos Mendez) -> +1-312-555-0199 (Victor Vance) TRANSCRIPT:   [2025-09-22 16:52:00 EST] Carlos Mendez: 'Did you authorize the release for Pacific Import Export Co. (San Diego, CA)?'   [2025-09-22 16:52:00 EST] Victor Vance: 'It is pending at 88 Industrial Parkway, Newark, NJ (Warehouse Depot). We need $205,000 sent to Bank of America Acc #5540-1920-3341.'   [2025-09-22 16:52:00 EST] Carlos Mendez: 'Make sure The Tailor handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_180_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-23 01:35:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Tariq Mansoor (Ghost) TRANSACTION RECORD:   Originator: Marcus Thorne / Meridian Holdings LLC (Shell Entity #8840)   Destination Account: Crypto Wallet 0x71C...3A9D (Darknet Link)   Amount: $422,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-202-555-0143 active at 304 Pier Road, Gary, IN (Lakeside Bistro). --------------------------------------------------------------------------------"
SECTION_181_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-23 05:51:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Victor Vance (The Tailor) TARGET LINE: +1-973-555-0167 (Tariq Mansoor) -> +1-312-555-0199 (Victor Vance) TRANSCRIPT:   [2025-09-23 05:51:00 EST] Tariq Mansoor: 'Did you authorize the release for Pacific Import Export Co. (San Diego, CA)?'   [2025-09-23 05:51:00 EST] Victor Vance: 'It is pending at 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ). We need $315,000 sent to Bank of America Acc #5540-1920-3341.'   [2025-09-23 05:51:00 EST] Tariq Mansoor: 'Make sure The Tailor handles the transport in the Black 2021 Ford Explorer (IL Plate: 7XYZ-89).' --------------------------------------------------------------------------------"
SECTION_182_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-23 08:24:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Victor Vance (The Tailor) TRANSACTION RECORD:   Originator: Tariq Mansoor / Horizon Global Transfer (Account HGT-9011)   Destination Account: First National Bank Acc #8839-10294-US   Amount: $319,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-973-555-0167 active at Pier 4, Gary Port Facility, Gary, IN. --------------------------------------------------------------------------------"
SECTION_183_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-23 21:12:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Tariq Mansoor (Ghost) CELLULAR INTERCEPT DATA:   Device A: Marcus Thorne (+1-202-555-0143) | Device B: Tariq Mansoor (+1-973-555-0167)   Cell Tower Sector: T-902 (304 Pier Road, Gary, IN (Lakeside Bistro))   Event: Call duration 301 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_184_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-23 23:38:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Sarah Lin (Accountant) NARRATIVE: On 2025-09-23 23:38:00 EST, surveillance team observed Carlos Mendez operating White Freightliner Semi-Truck (Lic: TRK-9901). Subject traveled directly to 412 Oak Street, Paterson, NJ (Safehouse Alpha) where a clandestine meeting occurred with Sarah Lin. Subjects were observed discussing operations related to Pacific Import Export Co. (San Diego, CA). Subject Sarah Lin was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_185_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-24 00:43:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Victor Vance (The Tailor), Carlos Mendez (El Toro) NARRATIVE: On 2025-09-24 00:43:00 EST, surveillance team observed Victor Vance operating Black 2021 Ford Explorer (IL Plate: 7XYZ-89). Subject traveled directly to 88 Industrial Parkway, Newark, NJ (Warehouse Depot) where a clandestine meeting occurred with Carlos Mendez. Subjects were observed discussing operations related to Horizon Global Transfer (Account HGT-9011). Subject Carlos Mendez was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_186_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-24 02:47:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Carlos Mendez (El Toro) CELLULAR INTERCEPT DATA:   Device A: Tariq Mansoor (+1-973-555-0167) | Device B: Carlos Mendez (+1-619-555-0199)   Cell Tower Sector: T-902 (412 Oak Street, Paterson, NJ (Safehouse Alpha))   Event: Call duration 188 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_187_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-24 14:14:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Victor Vance (The Tailor) TARGET LINE: +1-202-555-0143 (Marcus Thorne) -> +1-312-555-0199 (Victor Vance) TRANSCRIPT:   [2025-09-24 14:14:00 EST] Marcus Thorne: 'Did you authorize the release for Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)?'   [2025-09-24 14:14:00 EST] Victor Vance: 'It is pending at 304 Pier Road, Gary, IN (Lakeside Bistro). We need $481,000 sent to Crypto Wallet 0x71C...3A9D (Darknet Link).'   [2025-09-24 14:14:00 EST] Marcus Thorne: 'Make sure The Tailor handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_188_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-25 02:20:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Tariq Mansoor (Ghost) TRANSACTION RECORD:   Originator: Carlos Mendez / Pacific Import Export Co. (San Diego, CA)   Destination Account: Bank of America Acc #5540-1920-3341   Amount: $931,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-619-555-0199 active at 304 Pier Road, Gary, IN (Lakeside Bistro). --------------------------------------------------------------------------------"
SECTION_189_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-25 13:20:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Marcus Thorne (Enforcer) TARGET LINE: +1-312-555-0188 (Elena Rostova) -> +1-202-555-0143 (Marcus Thorne) TRANSCRIPT:   [2025-09-25 13:20:00 EST] Elena Rostova: 'Did you authorize the release for Pacific Import Export Co. (San Diego, CA)?'   [2025-09-25 13:20:00 EST] Marcus Thorne: 'It is pending at 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ). We need $251,000 sent to First National Bank Acc #8839-10294-US.'   [2025-09-25 13:20:00 EST] Elena Rostova: 'Make sure Enforcer handles the transport in the White Freightliner Semi-Truck (Lic: TRK-9901).' --------------------------------------------------------------------------------"
SECTION_190_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-26 01:37:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Sarah Lin (Accountant) TARGET LINE: +1-973-555-0167 (Tariq Mansoor) -> +1-619-555-0122 (Sarah Lin) TRANSCRIPT:   [2025-09-26 01:37:00 EST] Tariq Mansoor: 'Did you authorize the release for Horizon Global Transfer (Account HGT-9011)?'   [2025-09-26 01:37:00 EST] Sarah Lin: 'It is pending at 304 Pier Road, Gary, IN (Lakeside Bistro). We need $417,000 sent to First National Bank Acc #8839-10294-US.'   [2025-09-26 01:37:00 EST] Tariq Mansoor: 'Make sure Accountant handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_191_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-26 03:13:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Carlos Mendez (El Toro) TARGET LINE: +1-973-555-0167 (Tariq Mansoor) -> +1-619-555-0199 (Carlos Mendez) TRANSCRIPT:   [2025-09-26 03:13:00 EST] Tariq Mansoor: 'Did you authorize the release for Pacific Import Export Co. (San Diego, CA)?'   [2025-09-26 03:13:00 EST] Carlos Mendez: 'It is pending at Pier 4, Gary Port Facility, Gary, IN. We need $72,000 sent to Crypto Wallet 0x71C...3A9D (Darknet Link).'   [2025-09-26 03:13:00 EST] Tariq Mansoor: 'Make sure El Toro handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_192_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-26 13:12:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Victor Vance (The Tailor), Sarah Lin (Accountant) TRANSACTION RECORD:   Originator: Victor Vance / Pacific Import Export Co. (San Diego, CA)   Destination Account: Bank of America Acc #5540-1920-3341   Amount: $838,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-312-555-0199 active at 304 Pier Road, Gary, IN (Lakeside Bistro). --------------------------------------------------------------------------------"
SECTION_193_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-27 01:51:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Tariq Mansoor (Ghost) CELLULAR INTERCEPT DATA:   Device A: Elena Rostova (+1-312-555-0188) | Device B: Tariq Mansoor (+1-973-555-0167)   Cell Tower Sector: T-902 (304 Pier Road, Gary, IN (Lakeside Bistro))   Event: Call duration 240 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_194_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-27 12:30:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Tariq Mansoor (Ghost) TARGET LINE: +1-619-555-0199 (Carlos Mendez) -> +1-973-555-0167 (Tariq Mansoor) TRANSCRIPT:   [2025-09-27 12:30:00 EST] Carlos Mendez: 'Did you authorize the release for Meridian Holdings LLC (Shell Entity #8840)?'   [2025-09-27 12:30:00 EST] Tariq Mansoor: 'It is pending at 412 Oak Street, Paterson, NJ (Safehouse Alpha). We need $245,000 sent to Bank of America Acc #5540-1920-3341.'   [2025-09-27 12:30:00 EST] Carlos Mendez: 'Make sure Ghost handles the transport in the Black 2021 Ford Explorer (IL Plate: 7XYZ-89).' --------------------------------------------------------------------------------"
SECTION_195_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-27 15:31:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Victor Vance (The Tailor), Carlos Mendez (El Toro) TRANSACTION RECORD:   Originator: Victor Vance / Horizon Global Transfer (Account HGT-9011)   Destination Account: First National Bank Acc #8839-10294-US   Amount: $314,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-312-555-0199 active at 304 Pier Road, Gary, IN (Lakeside Bistro). --------------------------------------------------------------------------------"
SECTION_196_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-28 04:16:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Carlos Mendez (El Toro) TARGET LINE: +1-202-555-0143 (Marcus Thorne) -> +1-619-555-0199 (Carlos Mendez) TRANSCRIPT:   [2025-09-28 04:16:00 EST] Marcus Thorne: 'Did you authorize the release for Meridian Holdings LLC (Shell Entity #8840)?'   [2025-09-28 04:16:00 EST] Carlos Mendez: 'It is pending at 412 Oak Street, Paterson, NJ (Safehouse Alpha). We need $233,000 sent to Crypto Wallet 0x71C...3A9D (Darknet Link).'   [2025-09-28 04:16:00 EST] Marcus Thorne: 'Make sure El Toro handles the transport in the White Freightliner Semi-Truck (Lic: TRK-9901).' --------------------------------------------------------------------------------"
SECTION_197_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-28 16:45:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Carlos Mendez (El Toro) TARGET LINE: +1-312-555-0188 (Elena Rostova) -> +1-619-555-0199 (Carlos Mendez) TRANSCRIPT:   [2025-09-28 16:45:00 EST] Elena Rostova: 'Did you authorize the release for Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)?'   [2025-09-28 16:45:00 EST] Carlos Mendez: 'It is pending at 88 Industrial Parkway, Newark, NJ (Warehouse Depot). We need $437,000 sent to First National Bank Acc #8839-10294-US.'   [2025-09-28 16:45:00 EST] Elena Rostova: 'Make sure El Toro handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_198_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-29 04:12:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Marcus Thorne (Enforcer) TARGET LINE: +1-619-555-0199 (Carlos Mendez) -> +1-202-555-0143 (Marcus Thorne) TRANSCRIPT:   [2025-09-29 04:12:00 EST] Carlos Mendez: 'Did you authorize the release for Pacific Import Export Co. (San Diego, CA)?'   [2025-09-29 04:12:00 EST] Marcus Thorne: 'It is pending at Pier 4, Gary Port Facility, Gary, IN. We need $55,000 sent to Bank of America Acc #5540-1920-3341.'   [2025-09-29 04:12:00 EST] Carlos Mendez: 'Make sure Enforcer handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_199_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-29 07:16:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Elena Rostova (The Tsaritsa) CELLULAR INTERCEPT DATA:   Device A: Tariq Mansoor (+1-973-555-0167) | Device B: Elena Rostova (+1-312-555-0188)   Cell Tower Sector: T-902 (88 Industrial Parkway, Newark, NJ (Warehouse Depot))   Event: Call duration 365 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_200_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-29 15:23:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Sarah Lin (Accountant), Victor Vance (The Tailor) TRANSACTION RECORD:   Originator: Sarah Lin / Meridian Holdings LLC (Shell Entity #8840)   Destination Account: Bank of America Acc #5540-1920-3341   Amount: $469,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-619-555-0122 active at Pier 4, Gary Port Facility, Gary, IN. --------------------------------------------------------------------------------"
SECTION_201_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-30 02:07:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Tariq Mansoor (Ghost) CELLULAR INTERCEPT DATA:   Device A: Carlos Mendez (+1-619-555-0199) | Device B: Tariq Mansoor (+1-973-555-0167)   Cell Tower Sector: T-902 (Pier 4, Gary Port Facility, Gary, IN)   Event: Call duration 276 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_202_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-30 04:04:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Elena Rostova (The Tsaritsa) CELLULAR INTERCEPT DATA:   Device A: Marcus Thorne (+1-202-555-0143) | Device B: Elena Rostova (+1-312-555-0188)   Cell Tower Sector: T-902 (Pier 4, Gary Port Facility, Gary, IN)   Event: Call duration 430 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_203_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-30 07:32:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Sarah Lin (Accountant) NARRATIVE: On 2025-09-30 07:32:00 EST, surveillance team observed Marcus Thorne operating White Freightliner Semi-Truck (Lic: TRK-9901). Subject traveled directly to 88 Industrial Parkway, Newark, NJ (Warehouse Depot) where a clandestine meeting occurred with Sarah Lin. Subjects were observed discussing operations related to Pacific Import Export Co. (San Diego, CA). Subject Sarah Lin was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_204_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-30 10:13:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Elena Rostova (The Tsaritsa) TRANSACTION RECORD:   Originator: Marcus Thorne / Meridian Holdings LLC (Shell Entity #8840)   Destination Account: Crypto Wallet 0x71C...3A9D (Darknet Link)   Amount: $345,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-202-555-0143 active at Pier 4, Gary Port Facility, Gary, IN. --------------------------------------------------------------------------------"
SECTION_205_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-30 21:43:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Sarah Lin (Accountant), Elena Rostova (The Tsaritsa) NARRATIVE: On 2025-09-30 21:43:00 EST, surveillance team observed Sarah Lin operating Black 2021 Ford Explorer (IL Plate: 7XYZ-89). Subject traveled directly to Pier 4, Gary Port Facility, Gary, IN where a clandestine meeting occurred with Elena Rostova. Subjects were observed discussing operations related to Apex Freight Logistics (1428 Elmwood Ave, Chicago IL). Subject Elena Rostova was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_206_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-01 01:35:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Sarah Lin (Accountant) TARGET LINE: +1-973-555-0167 (Tariq Mansoor) -> +1-619-555-0122 (Sarah Lin) TRANSCRIPT:   [2025-10-01 01:35:00 EST] Tariq Mansoor: 'Did you authorize the release for Horizon Global Transfer (Account HGT-9011)?'   [2025-10-01 01:35:00 EST] Sarah Lin: 'It is pending at Pier 4, Gary Port Facility, Gary, IN. We need $499,000 sent to First National Bank Acc #8839-10294-US.'   [2025-10-01 01:35:00 EST] Tariq Mansoor: 'Make sure Accountant handles the transport in the Black 2021 Ford Explorer (IL Plate: 7XYZ-89).' --------------------------------------------------------------------------------"
SECTION_207_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-01 03:47:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Elena Rostova (The Tsaritsa) CELLULAR INTERCEPT DATA:   Device A: Marcus Thorne (+1-202-555-0143) | Device B: Elena Rostova (+1-312-555-0188)   Cell Tower Sector: T-902 (412 Oak Street, Paterson, NJ (Safehouse Alpha))   Event: Call duration 390 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_208_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-01 10:20:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Victor Vance (The Tailor) TRANSACTION RECORD:   Originator: Marcus Thorne / Horizon Global Transfer (Account HGT-9011)   Destination Account: Bank of America Acc #5540-1920-3341   Amount: $724,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-202-555-0143 active at 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ). --------------------------------------------------------------------------------"
SECTION_209_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-01 18:56:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Sarah Lin (Accountant), Marcus Thorne (Enforcer) NARRATIVE: On 2025-10-01 18:56:00 EST, surveillance team observed Sarah Lin operating Silver Audi Q7 (VIN: WA1VAAFE4CD019283). Subject traveled directly to 304 Pier Road, Gary, IN (Lakeside Bistro) where a clandestine meeting occurred with Marcus Thorne. Subjects were observed discussing operations related to Apex Freight Logistics (1428 Elmwood Ave, Chicago IL). Subject Marcus Thorne was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_210_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-02 04:51:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Victor Vance (The Tailor), Carlos Mendez (El Toro) NARRATIVE: On 2025-10-02 04:51:00 EST, surveillance team observed Victor Vance operating Black 2021 Ford Explorer (IL Plate: 7XYZ-89). Subject traveled directly to 88 Industrial Parkway, Newark, NJ (Warehouse Depot) where a clandestine meeting occurred with Carlos Mendez. Subjects were observed discussing operations related to Pacific Import Export Co. (San Diego, CA). Subject Carlos Mendez was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_211_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-02 10:42:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Marcus Thorne (Enforcer) TARGET LINE: +1-619-555-0199 (Carlos Mendez) -> +1-202-555-0143 (Marcus Thorne) TRANSCRIPT:   [2025-10-02 10:42:00 EST] Carlos Mendez: 'Did you authorize the release for Meridian Holdings LLC (Shell Entity #8840)?'   [2025-10-02 10:42:00 EST] Marcus Thorne: 'It is pending at 412 Oak Street, Paterson, NJ (Safehouse Alpha). We need $228,000 sent to Crypto Wallet 0x71C...3A9D (Darknet Link).'   [2025-10-02 10:42:00 EST] Carlos Mendez: 'Make sure Enforcer handles the transport in the White Freightliner Semi-Truck (Lic: TRK-9901).' --------------------------------------------------------------------------------"
SECTION_212_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-02 19:42:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Sarah Lin (Accountant), Victor Vance (The Tailor) TARGET LINE: +1-619-555-0122 (Sarah Lin) -> +1-312-555-0199 (Victor Vance) TRANSCRIPT:   [2025-10-02 19:42:00 EST] Sarah Lin: 'Did you authorize the release for Horizon Global Transfer (Account HGT-9011)?'   [2025-10-02 19:42:00 EST] Victor Vance: 'It is pending at Pier 4, Gary Port Facility, Gary, IN. We need $51,000 sent to Bank of America Acc #5540-1920-3341.'   [2025-10-02 19:42:00 EST] Sarah Lin: 'Make sure The Tailor handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_213_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-02 22:56:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Sarah Lin (Accountant), Tariq Mansoor (Ghost) NARRATIVE: On 2025-10-02 22:56:00 EST, surveillance team observed Sarah Lin operating White Freightliner Semi-Truck (Lic: TRK-9901). Subject traveled directly to 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ) where a clandestine meeting occurred with Tariq Mansoor. Subjects were observed discussing operations related to Pacific Import Export Co. (San Diego, CA). Subject Tariq Mansoor was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_214_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-03 05:13:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Sarah Lin (Accountant), Tariq Mansoor (Ghost) TARGET LINE: +1-619-555-0122 (Sarah Lin) -> +1-973-555-0167 (Tariq Mansoor) TRANSCRIPT:   [2025-10-03 05:13:00 EST] Sarah Lin: 'Did you authorize the release for Meridian Holdings LLC (Shell Entity #8840)?'   [2025-10-03 05:13:00 EST] Tariq Mansoor: 'It is pending at 412 Oak Street, Paterson, NJ (Safehouse Alpha). We need $366,000 sent to Crypto Wallet 0x71C...3A9D (Darknet Link).'   [2025-10-03 05:13:00 EST] Sarah Lin: 'Make sure Ghost handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_215_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-03 16:01:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Victor Vance (The Tailor), Marcus Thorne (Enforcer) CELLULAR INTERCEPT DATA:   Device A: Victor Vance (+1-312-555-0199) | Device B: Marcus Thorne (+1-202-555-0143)   Cell Tower Sector: T-902 (1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ))   Event: Call duration 419 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_216_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-03 20:05:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Tariq Mansoor (Ghost) TRANSACTION RECORD:   Originator: Elena Rostova / Pacific Import Export Co. (San Diego, CA)   Destination Account: Bank of America Acc #5540-1920-3341   Amount: $842,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-312-555-0188 active at 412 Oak Street, Paterson, NJ (Safehouse Alpha). --------------------------------------------------------------------------------"
SECTION_217_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-04 03:21:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Tariq Mansoor (Ghost) TARGET LINE: +1-312-555-0188 (Elena Rostova) -> +1-973-555-0167 (Tariq Mansoor) TRANSCRIPT:   [2025-10-04 03:21:00 EST] Elena Rostova: 'Did you authorize the release for Pacific Import Export Co. (San Diego, CA)?'   [2025-10-04 03:21:00 EST] Tariq Mansoor: 'It is pending at Pier 4, Gary Port Facility, Gary, IN. We need $256,000 sent to Crypto Wallet 0x71C...3A9D (Darknet Link).'   [2025-10-04 03:21:00 EST] Elena Rostova: 'Make sure Ghost handles the transport in the Black 2021 Ford Explorer (IL Plate: 7XYZ-89).' --------------------------------------------------------------------------------"
